member_casual,start_hour,n,avg_duration,day_of_week
casual,2020-12-04 11:00:00,65,17.934615384615384,Fri
casual,2020-12-04 12:00:00,103,21.387216828478966,Fri
casual,2020-12-04 13:00:00,111,27.73888888888889,Fri
casual,2020-12-04 14:00:00,137,32.69975669099757,Fri
casual,2020-12-04 15:00:00,146,21.686301369863013,Fri
casual,2020-12-04 16:00:00,136,33.02205882352941,Fri
casual,2020-12-04 17:00:00,123,20.389024390243904,Fri
casual,2020-12-04 18:00:00,104,27.06650641025641,Fri
casual,2020-12-04 19:00:00,70,21.468095238095238,Fri
casual,2020-12-04 20:00:00,49,17.317687074829934,Fri
casual,2020-12-04 21:00:00,44,17.28939393939394,Fri
casual,2020-12-04 22:00:00,36,16.633333333333333,Fri
casual,2020-12-04 23:00:00,33,15.167171717171717,Fri
casual,2020-12-05 00:00:00,37,31.548648648648648,Sat
casual,2020-12-05 01:00:00,21,9.487301587301587,Sat
casual,2020-12-05 02:00:00,11,10.653030303030302,Sat
casual,2020-12-05 03:00:00,9,11.74074074074074,Sat
casual,2020-12-05 04:00:00,8,12.233333333333334,Sat
casual,2020-12-05 05:00:00,8,17.15416666666667,Sat
casual,2020-12-05 06:00:00,6,16.766666666666666,Sat
casual,2020-12-05 07:00:00,21,25.843650793650795,Sat
casual,2020-12-05 08:00:00,30,24.663888888888888,Sat
casual,2020-12-05 09:00:00,61,24.559016393442622,Sat
casual,2020-12-05 10:00:00,112,29.296875,Sat
casual,2020-12-05 11:00:00,158,55.02014767932489,Sat
casual,2020-12-05 12:00:00,209,27.828389154704944,Sat
casual,2020-12-05 13:00:00,184,22.32110507246377,Sat
casual,2020-12-05 14:00:00,226,21.15877581120944,Sat
casual,2020-12-05 15:00:00,168,57.661408730158726,Sat
casual,2020-12-05 16:00:00,125,23.263733333333334,Sat
casual,2020-12-05 17:00:00,102,22.35653594771242,Sat
casual,2020-12-05 18:00:00,72,16.552314814814814,Sat
casual,2020-12-05 19:00:00,56,15.97172619047619,Sat
casual,2020-12-05 20:00:00,51,13.343464052287581,Sat
casual,2020-12-05 21:00:00,37,24.618468468468468,Sat
casual,2020-12-05 22:00:00,59,15.690677966101696,Sat
casual,2020-12-05 23:00:00,50,40.45133333333333,Sat
casual,2020-12-06 00:00:00,45,22.26703703703704,Sun
casual,2020-12-06 01:00:00,23,18.514492753623188,Sun
casual,2020-12-06 02:00:00,15,13.326666666666666,Sun
casual,2020-12-06 03:00:00,12,26.56111111111111,Sun
casual,2020-12-06 04:00:00,7,16.502380952380953,Sun
casual,2020-12-06 05:00:00,6,10.052777777777777,Sun
casual,2020-12-06 06:00:00,4,15.854166666666668,Sun
casual,2020-12-06 07:00:00,13,12.866666666666667,Sun
casual,2020-12-06 08:00:00,35,21.194285714285716,Sun
casual,2020-12-06 09:00:00,32,23.170833333333334,Sun
casual,2020-12-06 10:00:00,79,27.05759493670886,Sun
casual,2020-12-06 11:00:00,124,25.8872311827957,Sun
casual,2020-12-06 12:00:00,105,45.663492063492065,Sun
casual,2020-12-06 13:00:00,134,45.5089552238806,Sun
casual,2020-12-06 14:00:00,100,35.82866666666667,Sun
casual,2020-12-06 15:00:00,97,28.2372852233677,Sun
casual,2020-12-06 16:00:00,82,19.76991869918699,Sun
casual,2020-12-06 17:00:00,44,18.075378787878787,Sun
casual,2020-12-06 18:00:00,62,14.158333333333333,Sun
casual,2020-12-06 19:00:00,29,17.038505747126436,Sun
casual,2020-12-06 20:00:00,47,21.935460992907803,Sun
casual,2020-12-06 21:00:00,34,46.02205882352941,Sun
casual,2020-12-06 22:00:00,20,19.843333333333334,Sun
casual,2020-12-06 23:00:00,13,9.926923076923076,Sun
casual,2020-12-07 00:00:00,5,26.316666666666666,Mon
casual,2020-12-07 01:00:00,3,9.983333333333333,Mon
casual,2020-12-07 02:00:00,8,18.99375,Mon
casual,2020-12-07 03:00:00,2,18.083333333333336,Mon
casual,2020-12-07 04:00:00,3,23.06111111111111,Mon
casual,2020-12-07 05:00:00,5,5.926666666666667,Mon
casual,2020-12-07 06:00:00,19,10.214912280701755,Mon
casual,2020-12-07 07:00:00,29,22.377586206896552,Mon
casual,2020-12-07 08:00:00,47,16.069148936170212,Mon
casual,2020-12-07 09:00:00,38,54.0890350877193,Mon
casual,2020-12-07 10:00:00,42,18.34404761904762,Mon
casual,2020-12-07 11:00:00,44,20.09318181818182,Mon
casual,2020-12-07 12:00:00,48,24.089583333333334,Mon
casual,2020-12-07 13:00:00,54,22.485802469135802,Mon
casual,2020-12-07 14:00:00,63,16.605291005291004,Mon
casual,2020-12-07 15:00:00,50,21.119,Mon
casual,2020-12-07 16:00:00,86,21.912984496124032,Mon
casual,2020-12-07 17:00:00,96,15.117881944444445,Mon
casual,2020-12-07 18:00:00,75,19.842666666666666,Mon
casual,2020-12-07 19:00:00,37,13.258558558558558,Mon
casual,2020-12-07 20:00:00,34,17.563235294117646,Mon
casual,2020-12-07 21:00:00,36,34.974074074074075,Mon
casual,2020-12-07 22:00:00,36,26.038888888888888,Mon
casual,2020-12-07 23:00:00,8,23.347916666666666,Mon
casual,2020-12-08 00:00:00,9,18.662962962962965,Tue
casual,2020-12-08 01:00:00,3,23.494444444444444,Tue
casual,2020-12-08 03:00:00,1,29.833333333333332,Tue
casual,2020-12-08 04:00:00,5,13.65,Tue
casual,2020-12-08 05:00:00,11,14.783333333333333,Tue
casual,2020-12-08 06:00:00,15,9.78111111111111,Tue
casual,2020-12-08 07:00:00,38,19.70657894736842,Tue
casual,2020-12-08 08:00:00,44,12.895454545454545,Tue
casual,2020-12-08 09:00:00,37,14.298648648648648,Tue
casual,2020-12-08 10:00:00,40,17.385833333333334,Tue
casual,2020-12-08 11:00:00,77,17.9512987012987,Tue
casual,2020-12-08 12:00:00,43,13.828294573643412,Tue
casual,2020-12-08 13:00:00,48,18.034027777777776,Tue
casual,2020-12-08 14:00:00,47,18.854255319148937,Tue
casual,2020-12-08 15:00:00,61,17.75191256830601,Tue
casual,2020-12-08 16:00:00,87,17.78984674329502,Tue
casual,2020-12-08 17:00:00,72,18.73587962962963,Tue
casual,2020-12-08 18:00:00,69,18.291062801932366,Tue
casual,2020-12-08 19:00:00,41,13.034552845528456,Tue
casual,2020-12-08 20:00:00,18,12.08611111111111,Tue
casual,2020-12-08 21:00:00,16,11.948958333333334,Tue
casual,2020-12-08 22:00:00,15,20.84888888888889,Tue
casual,2020-12-08 23:00:00,11,13.753030303030304,Tue
casual,2020-12-09 00:00:00,13,24.22948717948718,Wed
casual,2020-12-09 01:00:00,5,69.01666666666667,Wed
casual,2020-12-09 02:00:00,7,8.588095238095239,Wed
casual,2020-12-09 03:00:00,2,11.716666666666667,Wed
casual,2020-12-09 04:00:00,3,13.472222222222223,Wed
casual,2020-12-09 05:00:00,9,9.975925925925926,Wed
casual,2020-12-09 06:00:00,21,12.581746031746032,Wed
casual,2020-12-09 07:00:00,29,13.858620689655172,Wed
casual,2020-12-09 08:00:00,29,12.14712643678161,Wed
casual,2020-12-09 09:00:00,51,22.17124183006536,Wed
casual,2020-12-09 10:00:00,46,22.455434782608695,Wed
casual,2020-12-09 11:00:00,88,27.843560606060606,Wed
casual,2020-12-09 12:00:00,110,30.32378787878788,Wed
casual,2020-12-09 13:00:00,122,28.959289617486338,Wed
casual,2020-12-09 14:00:00,164,26.94390243902439,Wed
casual,2020-12-09 15:00:00,142,30.58755868544601,Wed
casual,2020-12-09 16:00:00,162,32.94701646090535,Wed
casual,2020-12-09 17:00:00,148,16.704954954954953,Wed
casual,2020-12-09 18:00:00,104,15.44695512820513,Wed
casual,2020-12-09 19:00:00,70,19.073809523809523,Wed
casual,2020-12-09 20:00:00,60,19.601944444444445,Wed
casual,2020-12-09 21:00:00,45,20.135555555555555,Wed
casual,2020-12-09 22:00:00,32,16.934375,Wed
casual,2020-12-09 23:00:00,25,20.24866666666667,Wed
casual,2020-12-10 00:00:00,24,13.151388888888889,Thu
casual,2020-12-10 01:00:00,8,13.433333333333334,Thu
casual,2020-12-10 02:00:00,11,19.28939393939394,Thu
casual,2020-12-10 03:00:00,3,14.266666666666666,Thu
casual,2020-12-10 04:00:00,2,20.633333333333333,Thu
casual,2020-12-10 05:00:00,6,9.025,Thu
casual,2020-12-10 06:00:00,32,10.447916666666666,Thu
casual,2020-12-10 07:00:00,38,13.493859649122808,Thu
casual,2020-12-10 08:00:00,50,16.435666666666666,Thu
casual,2020-12-10 09:00:00,59,17.888418079096045,Thu
casual,2020-12-10 10:00:00,65,19.498461538461537,Thu
casual,2020-12-10 11:00:00,106,27.145911949685534,Thu
casual,2020-12-10 12:00:00,151,21.99933774834437,Thu
casual,2020-12-10 13:00:00,169,23.282445759368837,Thu
casual,2020-12-10 14:00:00,194,33.570790378006876,Thu
casual,2020-12-10 15:00:00,215,32.16767441860465,Thu
casual,2020-12-10 16:00:00,197,26.777495769881558,Thu
casual,2020-12-10 17:00:00,175,18.931142857142856,Thu
casual,2020-12-10 18:00:00,164,22.716463414634145,Thu
casual,2020-12-10 19:00:00,95,19.969473684210527,Thu
casual,2020-12-10 20:00:00,73,18.926712328767124,Thu
casual,2020-12-10 21:00:00,62,45.89731182795699,Thu
casual,2020-12-10 22:00:00,51,21.852287581699347,Thu
casual,2020-12-10 23:00:00,43,22.255038759689924,Thu
casual,2020-12-11 00:00:00,16,24.532291666666666,Fri
casual,2020-12-11 01:00:00,11,31.184848484848484,Fri
casual,2020-12-11 02:00:00,5,12.28,Fri
casual,2020-12-11 03:00:00,2,12.258333333333333,Fri
casual,2020-12-11 04:00:00,2,22.183333333333334,Fri
casual,2020-12-11 05:00:00,7,11.021428571428572,Fri
casual,2020-12-11 06:00:00,23,12.43768115942029,Fri
casual,2020-12-11 07:00:00,41,12.263008130081301,Fri
casual,2020-12-11 08:00:00,46,19.053623188405798,Fri
casual,2020-12-11 09:00:00,55,17.21,Fri
casual,2020-12-11 10:00:00,45,18.822222222222223,Fri
casual,2020-12-11 11:00:00,59,20.242090395480226,Fri
casual,2020-12-11 12:00:00,64,18.478125,Fri
casual,2020-12-11 13:00:00,74,16.771846846846845,Fri
casual,2020-12-11 14:00:00,64,18.3421875,Fri
casual,2020-12-11 15:00:00,41,20.483739837398375,Fri
casual,2020-12-11 16:00:00,62,16.66559139784946,Fri
casual,2020-12-11 17:00:00,43,14.806201550387597,Fri
casual,2020-12-11 18:00:00,22,54.179545454545455,Fri
casual,2020-12-11 19:00:00,12,20.37638888888889,Fri
casual,2020-12-11 20:00:00,8,16.285416666666666,Fri
casual,2020-12-11 21:00:00,4,16.35,Fri
casual,2020-12-11 22:00:00,8,6.683333333333334,Fri
casual,2020-12-11 23:00:00,5,14.84,Fri
casual,2020-12-12 00:00:00,4,15.841666666666667,Sat
casual,2020-12-12 01:00:00,6,13.119444444444444,Sat
casual,2020-12-12 02:00:00,1,6.216666666666667,Sat
casual,2020-12-12 03:00:00,2,13.708333333333334,Sat
casual,2020-12-12 04:00:00,3,14.6,Sat
casual,2020-12-12 05:00:00,7,20.900000000000002,Sat
casual,2020-12-12 06:00:00,3,21.072222222222223,Sat
casual,2020-12-12 07:00:00,3,12.444444444444445,Sat
casual,2020-12-12 08:00:00,12,15.094444444444445,Sat
casual,2020-12-12 09:00:00,12,10.79861111111111,Sat
casual,2020-12-12 10:00:00,24,42.9875,Sat
casual,2020-12-12 11:00:00,46,16.389855072463767,Sat
casual,2020-12-12 12:00:00,50,25.638333333333332,Sat
casual,2020-12-12 13:00:00,37,13.371621621621621,Sat
casual,2020-12-12 14:00:00,69,19.456521739130434,Sat
casual,2020-12-12 15:00:00,43,15.768992248062016,Sat
casual,2020-12-12 16:00:00,31,14.493010752688171,Sat
casual,2020-12-12 17:00:00,36,13.420833333333334,Sat
casual,2020-12-12 18:00:00,40,18.084583333333335,Sat
casual,2020-12-12 19:00:00,23,11.878260869565217,Sat
casual,2020-12-12 20:00:00,29,23.595402298850573,Sat
casual,2020-12-12 21:00:00,28,21.688690476190477,Sat
casual,2020-12-12 22:00:00,27,25.253703703703703,Sat
casual,2020-12-12 23:00:00,11,22.58787878787879,Sat
casual,2020-12-13 00:00:00,19,12.24561403508772,Sun
casual,2020-12-13 01:00:00,21,409.915873015873,Sun
casual,2020-12-13 02:00:00,10,8.99,Sun
casual,2020-12-13 03:00:00,8,76.94999999999999,Sun
casual,2020-12-13 04:00:00,10,10.524999999999999,Sun
casual,2020-12-13 05:00:00,3,12.911111111111111,Sun
casual,2020-12-13 06:00:00,12,13,Sun
casual,2020-12-13 07:00:00,13,11.197435897435897,Sun
casual,2020-12-13 08:00:00,23,19.72826086956522,Sun
casual,2020-12-13 09:00:00,49,20.74829931972789,Sun
casual,2020-12-13 10:00:00,65,22.752051282051283,Sun
casual,2020-12-13 11:00:00,119,35.94173669467787,Sun
casual,2020-12-13 12:00:00,182,25.760897435897437,Sun
casual,2020-12-13 13:00:00,182,49.875732600732604,Sun
casual,2020-12-13 14:00:00,203,27.814039408866996,Sun
casual,2020-12-13 15:00:00,157,70.65828025477707,Sun
casual,2020-12-13 16:00:00,110,86.67484848484848,Sun
casual,2020-12-13 17:00:00,71,19.48755868544601,Sun
casual,2020-12-13 18:00:00,48,16.238541666666666,Sun
casual,2020-12-13 19:00:00,50,24.637333333333334,Sun
casual,2020-12-13 20:00:00,28,18.96964285714286,Sun
casual,2020-12-13 21:00:00,28,18.65654761904762,Sun
casual,2020-12-13 22:00:00,16,54.084375,Sun
casual,2020-12-13 23:00:00,11,1094.2833333333333,Sun
casual,2020-12-14 00:00:00,7,6.516666666666667,Mon
casual,2020-12-14 01:00:00,2,22.475,Mon
casual,2020-12-14 02:00:00,2,16.28333333333333,Mon
casual,2020-12-14 03:00:00,4,21.52916666666667,Mon
casual,2020-12-14 04:00:00,3,16.477777777777778,Mon
casual,2020-12-14 05:00:00,5,9.486666666666666,Mon
casual,2020-12-14 06:00:00,11,12.668181818181818,Mon
casual,2020-12-14 07:00:00,38,13.539035087719299,Mon
casual,2020-12-14 08:00:00,39,11.21068376068376,Mon
casual,2020-12-14 09:00:00,30,11.315555555555555,Mon
casual,2020-12-14 10:00:00,38,13.185087719298245,Mon
casual,2020-12-14 11:00:00,58,23.580459770114942,Mon
casual,2020-12-14 12:00:00,59,18.04237288135593,Mon
casual,2020-12-14 13:00:00,69,21.505797101449275,Mon
casual,2020-12-14 14:00:00,90,20.19462962962963,Mon
casual,2020-12-14 15:00:00,82,16.271951219512196,Mon
casual,2020-12-14 16:00:00,70,36.644999999999996,Mon
casual,2020-12-14 17:00:00,83,13.996787148594377,Mon
casual,2020-12-14 18:00:00,52,13.114102564102565,Mon
casual,2020-12-14 19:00:00,34,11.167156862745099,Mon
casual,2020-12-14 20:00:00,22,19.017424242424244,Mon
casual,2020-12-14 21:00:00,14,10.848809523809523,Mon
casual,2020-12-14 22:00:00,7,17.55238095238095,Mon
casual,2020-12-14 23:00:00,12,11.20138888888889,Mon
casual,2020-12-15 00:00:00,3,14.077777777777778,Tue
casual,2020-12-15 01:00:00,5,8.81,Tue
casual,2020-12-15 02:00:00,2,35.55,Tue
casual,2020-12-15 04:00:00,3,1602.2611111111112,Tue
casual,2020-12-15 05:00:00,8,14.416666666666666,Tue
casual,2020-12-15 06:00:00,19,11.312280701754386,Tue
casual,2020-12-15 07:00:00,23,11.778985507246377,Tue
casual,2020-12-15 08:00:00,44,10.81439393939394,Tue
casual,2020-12-15 09:00:00,32,21.967708333333334,Tue
casual,2020-12-15 10:00:00,30,19.671666666666667,Tue
casual,2020-12-15 11:00:00,40,16.00375,Tue
casual,2020-12-15 12:00:00,71,15.045539906103286,Tue
casual,2020-12-15 13:00:00,48,16.332291666666666,Tue
casual,2020-12-15 14:00:00,58,20.316091954022987,Tue
casual,2020-12-15 15:00:00,59,17.36045197740113,Tue
casual,2020-12-15 16:00:00,70,16.879761904761903,Tue
casual,2020-12-15 17:00:00,83,16.15582329317269,Tue
casual,2020-12-15 18:00:00,62,16.27768817204301,Tue
casual,2020-12-15 19:00:00,56,20.85,Tue
casual,2020-12-15 20:00:00,19,11.264912280701754,Tue
casual,2020-12-15 21:00:00,20,10.565,Tue
casual,2020-12-15 22:00:00,9,30.996296296296297,Tue
casual,2020-12-15 23:00:00,8,11.28125,Tue
casual,2020-12-16 00:00:00,12,76.00416666666666,Wed
casual,2020-12-16 01:00:00,6,76.2611111111111,Wed
casual,2020-12-16 02:00:00,4,12,Wed
casual,2020-12-16 03:00:00,3,41.388888888888886,Wed
casual,2020-12-16 04:00:00,5,48.95,Wed
casual,2020-12-16 05:00:00,11,12.690909090909091,Wed
casual,2020-12-16 06:00:00,14,8.05,Wed
casual,2020-12-16 07:00:00,34,12.200490196078432,Wed
casual,2020-12-16 08:00:00,32,12.001041666666666,Wed
casual,2020-12-16 09:00:00,20,16.935,Wed
casual,2020-12-16 10:00:00,25,22.319333333333333,Wed
casual,2020-12-16 11:00:00,24,20.320833333333333,Wed
casual,2020-12-16 12:00:00,46,26.435144927536232,Wed
casual,2020-12-16 13:00:00,42,18.911507936507938,Wed
casual,2020-12-16 14:00:00,45,17.977777777777778,Wed
casual,2020-12-16 15:00:00,49,25.758843537414965,Wed
casual,2020-12-16 16:00:00,53,15.70062893081761,Wed
casual,2020-12-16 17:00:00,60,14.983611111111111,Wed
casual,2020-12-16 18:00:00,62,15.105913978494623,Wed
casual,2020-12-16 19:00:00,53,14.483018867924528,Wed
casual,2020-12-16 20:00:00,21,13.161904761904761,Wed
casual,2020-12-16 21:00:00,22,16.36060606060606,Wed
casual,2020-12-16 22:00:00,10,8.753333333333334,Wed
casual,2020-12-16 23:00:00,12,13.902777777777777,Wed
casual,2020-12-17 00:00:00,7,14.16904761904762,Thu
casual,2020-12-17 01:00:00,7,228.56428571428572,Thu
casual,2020-12-17 02:00:00,3,19.4,Thu
casual,2020-12-17 03:00:00,2,11.25,Thu
casual,2020-12-17 04:00:00,1,6.15,Thu
casual,2020-12-17 05:00:00,6,6.019444444444444,Thu
casual,2020-12-17 06:00:00,17,14.172549019607843,Thu
casual,2020-12-17 07:00:00,33,15.231818181818182,Thu
casual,2020-12-17 08:00:00,31,13.196236559139786,Thu
casual,2020-12-17 09:00:00,30,19.968888888888888,Thu
casual,2020-12-17 10:00:00,30,21.435,Thu
casual,2020-12-17 11:00:00,38,20.694298245614036,Thu
casual,2020-12-17 12:00:00,38,21.364473684210527,Thu
casual,2020-12-17 13:00:00,53,23.7937106918239,Thu
casual,2020-12-17 14:00:00,54,21.910493827160494,Thu
casual,2020-12-17 15:00:00,52,19.252884615384616,Thu
casual,2020-12-17 16:00:00,53,20.2,Thu
casual,2020-12-17 17:00:00,78,16.857905982905983,Thu
casual,2020-12-17 18:00:00,54,15.489506172839507,Thu
casual,2020-12-17 19:00:00,37,20.775675675675675,Thu
casual,2020-12-17 20:00:00,30,19.077222222222222,Thu
casual,2020-12-17 21:00:00,27,23.559876543209878,Thu
casual,2020-12-17 22:00:00,25,14.754666666666667,Thu
casual,2020-12-17 23:00:00,11,12.187878787878788,Thu
casual,2020-12-18 00:00:00,9,10.153703703703703,Fri
casual,2020-12-18 01:00:00,9,14.561111111111112,Fri
casual,2020-12-18 02:00:00,2,21.066666666666666,Fri
casual,2020-12-18 03:00:00,1,7.4,Fri
casual,2020-12-18 04:00:00,4,19.554166666666667,Fri
casual,2020-12-18 05:00:00,7,10.716666666666667,Fri
casual,2020-12-18 06:00:00,13,10.08974358974359,Fri
casual,2020-12-18 07:00:00,18,14.886111111111111,Fri
casual,2020-12-18 08:00:00,34,13.484313725490196,Fri
casual,2020-12-18 09:00:00,28,16.489880952380954,Fri
casual,2020-12-18 10:00:00,59,19.87372881355932,Fri
casual,2020-12-18 11:00:00,73,24.581735159817352,Fri
casual,2020-12-18 12:00:00,74,21.761711711711712,Fri
casual,2020-12-18 13:00:00,75,44.00066666666667,Fri
casual,2020-12-18 14:00:00,102,22.43218954248366,Fri
casual,2020-12-18 15:00:00,105,21.915714285714287,Fri
casual,2020-12-18 16:00:00,119,16.61750700280112,Fri
casual,2020-12-18 17:00:00,82,18.117886178861788,Fri
casual,2020-12-18 18:00:00,86,17.594767441860466,Fri
casual,2020-12-18 19:00:00,63,22.42936507936508,Fri
casual,2020-12-18 20:00:00,26,28.04230769230769,Fri
casual,2020-12-18 21:00:00,31,35.1005376344086,Fri
casual,2020-12-18 22:00:00,25,30.454666666666668,Fri
casual,2020-12-18 23:00:00,25,29.510666666666665,Fri
casual,2020-12-19 00:00:00,14,11.595238095238095,Sat
casual,2020-12-19 01:00:00,12,31.7,Sat
casual,2020-12-19 02:00:00,7,10.404761904761905,Sat
casual,2020-12-19 03:00:00,4,7.012499999999999,Sat
casual,2020-12-19 04:00:00,8,11.733333333333333,Sat
casual,2020-12-19 05:00:00,9,54.888888888888886,Sat
casual,2020-12-19 06:00:00,12,12.806944444444445,Sat
casual,2020-12-19 07:00:00,18,20.583333333333332,Sat
casual,2020-12-19 08:00:00,29,26.89080459770115,Sat
casual,2020-12-19 09:00:00,74,23.987387387387386,Sat
casual,2020-12-19 10:00:00,83,23.854016064257028,Sat
casual,2020-12-19 11:00:00,85,15.629411764705882,Sat
casual,2020-12-19 12:00:00,131,58.017302798982186,Sat
casual,2020-12-19 13:00:00,152,26.236732456140352,Sat
casual,2020-12-19 14:00:00,188,34.86914893617021,Sat
casual,2020-12-19 15:00:00,163,29.35511247443763,Sat
casual,2020-12-19 16:00:00,131,24.210687022900764,Sat
casual,2020-12-19 17:00:00,70,23.14404761904762,Sat
casual,2020-12-19 18:00:00,91,19.982600732600734,Sat
casual,2020-12-19 19:00:00,66,31.642929292929292,Sat
casual,2020-12-19 20:00:00,50,24.850666666666665,Sat
casual,2020-12-19 21:00:00,44,23.771212121212123,Sat
casual,2020-12-19 22:00:00,26,39.305128205128206,Sat
casual,2020-12-19 23:00:00,38,14.368859649122808,Sat
casual,2020-12-20 00:00:00,27,19.28827160493827,Sun
casual,2020-12-20 01:00:00,13,12.546153846153846,Sun
casual,2020-12-20 02:00:00,5,11.506666666666666,Sun
casual,2020-12-20 03:00:00,3,20.11111111111111,Sun
casual,2020-12-20 04:00:00,7,13.376190476190477,Sun
casual,2020-12-20 05:00:00,7,16.942857142857143,Sun
casual,2020-12-20 06:00:00,8,17.358333333333334,Sun
casual,2020-12-20 07:00:00,15,43.36333333333333,Sun
casual,2020-12-20 08:00:00,22,41.53030303030303,Sun
casual,2020-12-20 09:00:00,51,18.82941176470588,Sun
casual,2020-12-20 10:00:00,73,20.786529680365298,Sun
casual,2020-12-20 11:00:00,114,23.984941520467835,Sun
casual,2020-12-20 12:00:00,138,23.575603864734298,Sun
casual,2020-12-20 13:00:00,183,32.28360655737705,Sun
casual,2020-12-20 14:00:00,142,43.34600938967136,Sun
casual,2020-12-20 15:00:00,191,54.08420593368238,Sun
casual,2020-12-20 16:00:00,97,37.03642611683849,Sun
casual,2020-12-20 17:00:00,88,45.68958333333333,Sun
